Order Date,Region,State,Segment,Ship Mode,Category,Sub-Category,Sales,Profit
2023-11-10,West,New York,Home Office,First Class,Technology,Accessories,829.22,-222.61
2023-11-11,West,California,Consumer,First Class,Office Supplies,Binders,262.0,-62.19
2023-11-12,South,Florida,Corporate,Same Day,Furniture,Chairs,478.3,19.8
2023-11-13,East,New York,Corporate,First Class,Office Supplies,Binders,52.88,1.0
2023-11-14,Central,Washington,Home Office,Standard Class,Technology,Phones,702.35,-17.71
2023-11-15,South,New York,Consumer,Standard Class,Technology,Phones,337.26,-20.89
2023-11-16,East,Texas,Corporate,Standard Class,Office Supplies,Paper,747.29,-30.84
2023-11-17,West,New York,Home Office,Standard Class,Technology,Copiers,418.28,17.39
2023-11-18,West,New York,Corporate,First Class,Office Supplies,Binders,203.8,-60.89
2023-11-19,East,Texas,Home Office,Standard Class,Furniture,Chairs,518.04,-74.38
2023-11-20,Central,Florida,Consumer,First Class,Office Supplies,Paper,139.2,1.53
2023-11-21,West,Florida,Consumer,Same Day,Furniture,Tables,446.13,59.48
2023-11-22,West,New York,Consumer,Standard Class,Furniture,Bookcases,324.13,-63.37
2023-11-23,West,Texas,Consumer,Second Class,Technology,Accessories,912.84,25.68
2023-11-24,East,Texas,Corporate,Standard Class,Technology,Copiers,70.32,9.05
2023-11-25,South,Washington,Corporate,Standard Class,Technology,Phones,697.08,-23.16
2023-11-26,West,Florida,Consumer,First Class,Office Supplies,Binders,190.92,-54.17
2023-11-27,South,California,Consumer,Standard Class,Office Supplies,Supplies,325.85,-9.92
2023-11-28,Central,Florida,Consumer,Second Class,Technology,Accessories,421.36,-51.46
2023-11-29,West,Florida,Corporate,First Class,Office Supplies,Supplies,908.93,234.31
2023-11-30,West,Washington,Consumer,First Class,Technology,Accessories,250.15,-56.34
2023-12-01,Central,California,Consumer,Same Day,Office Supplies,Binders,100.4,9.19
2023-12-02,West,Washington,Consumer,Same Day,Furniture,Tables,325.5,-87.35
2023-12-03,South,California,Home Office,Standard Class,Furniture,Bookcases,113.63,-3.67
2023-12-04,East,New York,Consumer,Same Day,Technology,Copiers,137.31,4.45
2023-12-05,South,California,Home Office,Same Day,Office Supplies,Binders,578.11,-70.08
2023-12-06,East,Washington,Home Office,Same Day,Office Supplies,Paper,70.29,-1.89
2023-12-07,East,Florida,Consumer,First Class,Furniture,Tables,40.62,-8.2
2023-12-08,South,California,Home Office,First Class,Furniture,Tables,717.27,-84.3
2023-12-09,South,California,Consumer,First Class,Technology,Phones,368.03,26.74
2023-12-10,South,Texas,Corporate,Same Day,Furniture,Tables,134.12,-15.95
2023-12-11,South,Florida,Corporate,First Class,Technology,Copiers,261.08,62.62
2023-12-12,Central,New York,Corporate,Same Day,Furniture,Tables,645.67,49.75
2023-12-13,West,Washington,Corporate,First Class,Furniture,Chairs,282.78,-10.41
2023-12-14,East,New York,Home Office,First Class,Office Supplies,Paper,499.58,-138.26
2023-12-15,South,Florida,Consumer,Second Class,Furniture,Tables,130.48,-0.04
2023-12-16,South,California,Consumer,Standard Class,Furniture,Bookcases,592.21,94.08
2023-12-17,South,California,Consumer,Same Day,Technology,Accessories,322.92,-45.42
2023-12-18,Central,Florida,Corporate,Second Class,Furniture,Bookcases,630.7,116.09
2023-12-19,South,California,Corporate,First Class,Technology,Copiers,810.31,-120.67
2023-12-20,South,California,Consumer,Same Day,Furniture,Chairs,615.53,119.57
2023-12-21,South,California,Corporate,First Class,Furniture,Bookcases,302.79,-75.35
2023-12-22,West,Washington,Consumer,Standard Class,Technology,Copiers,263.19,57.83
2023-12-23,Central,Washington,Consumer,Second Class,Office Supplies,Binders,334.15,-0.16
2023-12-24,South,Texas,Consumer,Standard Class,Technology,Copiers,172.97,-21.12
2023-12-25,East,New York,Consumer,Second Class,Technology,Phones,189.36,-26.69
2023-12-26,East,Florida,Consumer,First Class,Technology,Accessories,792.78,-32.34
2023-12-27,East,Florida,Consumer,Standard Class,Office Supplies,Binders,390.89,117.04
2023-12-28,Central,Florida,Consumer,Standard Class,Furniture,Bookcases,441.64,-74.11
2023-12-29,Central,Texas,Corporate,First Class,Technology,Phones,598.11,-142.39
2023-12-30,East,Washington,Consumer,Standard Class,Technology,Copiers,593.76,30.29
2023-12-31,South,Texas,Consumer,Same Day,Office Supplies,Paper,76.7,-0.53
2024-01-01,Central,Florida,Corporate,Second Class,Technology,Phones,833.23,12.1
2024-01-02,East,New York,Corporate,Second Class,Furniture,Tables,185.55,18.58
2024-01-03,East,California,Corporate,Second Class,Office Supplies,Supplies,725.84,-101.41
2024-01-04,South,Washington,Consumer,Same Day,Furniture,Bookcases,774.94,190.94
2024-01-05,West,Washington,Home Office,Second Class,Furniture,Tables,717.75,-27.7
2024-01-06,Central,Texas,Home Office,First Class,Office Supplies,Binders,583.19,-129.79
2024-01-07,South,Washington,Corporate,Standard Class,Technology,Phones,24.46,3.56
2024-01-08,East,Florida,Home Office,Same Day,Furniture,Bookcases,366.77,31.49
2024-01-09,East,Florida,Corporate,Second Class,Furniture,Tables,608.79,-67.3
2024-01-10,South,Texas,Consumer,First Class,Furniture,Tables,393.58,28.7
2024-01-11,Central,Florida,Home Office,Standard Class,Furniture,Chairs,864.85,-145.37
2024-01-12,West,New York,Consumer,Standard Class,Office Supplies,Binders,315.71,-10.45
2024-01-13,West,Texas,Home Office,Same Day,Office Supplies,Binders,300.6,72.04
2024-01-14,East,New York,Consumer,Same Day,Furniture,Tables,273.34,-60.1
2024-01-15,Central,California,Home Office,Same Day,Technology,Phones,339.45,-23.08
2024-01-16,West,New York,Consumer,First Class,Furniture,Chairs,561.83,108.26
2024-01-17,Central,California,Consumer,First Class,Technology,Copiers,709.95,199.99
2024-01-18,Central,California,Home Office,Same Day,Furniture,Chairs,665.94,-18.41
2024-01-19,East,New York,Consumer,Second Class,Technology,Phones,809.64,3.4
2024-01-20,West,Texas,Consumer,Standard Class,Furniture,Tables,887.05,38.41
2024-01-21,South,Florida,Consumer,Standard Class,Technology,Accessories,817.92,212.18
2024-01-22,East,Florida,Home Office,First Class,Furniture,Bookcases,28.76,6.18
2024-01-23,West,California,Home Office,Standard Class,Furniture,Chairs,738.56,-145.97
2024-01-24,West,California,Consumer,Second Class,Technology,Copiers,216.32,-8.21
2024-01-25,West,Texas,Consumer,Standard Class,Office Supplies,Paper,141.6,-3.06
2024-01-26,West,Washington,Home Office,First Class,Technology,Copiers,642.1,111.38
2024-01-27,West,New York,Home Office,First Class,Office Supplies,Paper,326.55,20.16
2024-01-28,Central,California,Consumer,Second Class,Furniture,Bookcases,66.55,6.16
2024-01-29,East,Florida,Consumer,Second Class,Technology,Copiers,146.25,43.72
2024-01-30,Central,Texas,Consumer,Standard Class,Technology,Phones,10.92,-2.78
2024-01-31,South,New York,Corporate,Standard Class,Technology,Copiers,904.19,-150.27
2024-02-01,West,Texas,Home Office,First Class,Office Supplies,Binders,34.37,-1.9
2024-02-02,East,New York,Corporate,Second Class,Office Supplies,Binders,217.36,-19.85
2024-02-03,West,New York,Home Office,Second Class,Furniture,Chairs,422.1,-121.15
2024-02-04,East,California,Home Office,Second Class,Office Supplies,Binders,363.01,-88.91
2024-02-05,Central,Texas,Home Office,Standard Class,Office Supplies,Supplies,912.61,99.08
2024-02-06,East,Texas,Home Office,Second Class,Furniture,Tables,49.89,11.35
2024-02-07,South,Florida,Home Office,First Class,Technology,Accessories,517.09,4.41
2024-02-08,South,Florida,Home Office,First Class,Technology,Accessories,683.67,16.08
2024-02-09,East,California,Home Office,Standard Class,Furniture,Bookcases,932.38,-137.01
2024-02-10,East,California,Corporate,Same Day,Technology,Phones,624.17,100.32
2024-02-11,East,Washington,Consumer,Standard Class,Office Supplies,Paper,805.72,121.73
2024-02-12,East,Florida,Consumer,Same Day,Furniture,Bookcases,92.89,4.92
2024-02-13,South,New York,Corporate,Second Class,Furniture,Chairs,392.08,-67.6
2024-02-14,West,Texas,Corporate,Standard Class,Furniture,Tables,380.21,-91.93
2024-02-15,East,California,Corporate,First Class,Technology,Phones,887.43,-232.02
2024-02-16,East,Texas,Corporate,Second Class,Furniture,Tables,159.86,8.89
2024-02-17,South,Texas,Home Office,First Class,Furniture,Tables,160.37,31.28
2024-02-18,South,Washington,Consumer,Second Class,Furniture,Tables,335.27,72.08
2024-02-19,Central,Florida,Home Office,Standard Class,Technology,Phones,63.92,-1.4
2024-02-20,East,California,Consumer,Same Day,Office Supplies,Supplies,190.63,32.51
2024-02-21,Central,Texas,Consumer,Second Class,Furniture,Chairs,965.56,258.89
2024-02-22,South,California,Corporate,Same Day,Office Supplies,Paper,433.9,-58.53
2024-02-23,South,New York,Home Office,Second Class,Technology,Phones,635.7,-38.92
2024-02-24,West,Washington,Corporate,First Class,Technology,Copiers,728.85,188.69
2024-02-25,East,New York,Home Office,First Class,Technology,Phones,373.29,-36.23
2024-02-26,Central,California,Consumer,Second Class,Technology,Copiers,155.75,38.68
2024-02-27,South,California,Corporate,Same Day,Office Supplies,Supplies,214.52,61.92
2024-02-28,South,Florida,Corporate,Standard Class,Furniture,Chairs,320.13,31.08
2024-02-29,Central,Texas,Consumer,Standard Class,Technology,Accessories,639.71,121.63
2024-03-01,West,Texas,Consumer,First Class,Technology,Copiers,404.3,60.53
2024-03-02,South,New York,Consumer,Standard Class,Office Supplies,Binders,16.75,2.01
2024-03-03,East,Washington,Corporate,First Class,Office Supplies,Supplies,528.17,-61.18
2024-03-04,South,Texas,Home Office,Standard Class,Technology,Accessories,922.3,-245.1
2024-03-05,East,Florida,Corporate,Second Class,Furniture,Chairs,813.96,-76.65
2024-03-06,Central,New York,Home Office,First Class,Furniture,Chairs,826.96,82.83
2024-03-07,East,New York,Corporate,First Class,Technology,Phones,797.11,-190.1
2024-03-08,Central,Florida,Corporate,Second Class,Office Supplies,Paper,330.49,-96.78
2024-03-09,East,Washington,Consumer,First Class,Technology,Copiers,767.54,-165.93
2024-03-10,Central,Florida,Home Office,Standard Class,Technology,Phones,151.73,19.64
2024-03-11,East,Washington,Corporate,Standard Class,Office Supplies,Supplies,661.14,187.55
2024-03-12,West,Florida,Corporate,First Class,Technology,Copiers,645.15,186.99
2024-03-13,East,Florida,Consumer,Standard Class,Technology,Accessories,35.31,-0.13
2024-03-14,East,California,Consumer,Same Day,Technology,Phones,790.09,175.09
2024-03-15,West,New York,Home Office,First Class,Office Supplies,Supplies,904.22,128.49
2024-03-16,South,Florida,Corporate,Second Class,Furniture,Chairs,274.74,0.17
2024-03-17,South,Florida,Home Office,Same Day,Furniture,Chairs,814.27,35.55
2024-03-18,East,Texas,Corporate,First Class,Office Supplies,Paper,91.58,-19.93
2024-03-19,West,New York,Home Office,Second Class,Furniture,Chairs,603.97,158.6
2024-03-20,East,Texas,Consumer,Standard Class,Technology,Phones,490.79,-43.6
2024-03-21,Central,New York,Corporate,Second Class,Furniture,Bookcases,550.46,-17.79
2024-03-22,Central,Texas,Home Office,Same Day,Technology,Accessories,926.94,95.47
2024-03-23,East,Florida,Consumer,Standard Class,Furniture,Chairs,872.6,-86.96
2024-03-24,South,Florida,Consumer,First Class,Office Supplies,Supplies,787.23,-116.07
2024-03-25,South,California,Home Office,Standard Class,Furniture,Tables,280.96,22.09
2024-03-26,East,Texas,Corporate,First Class,Furniture,Tables,912.7,-260.13
2024-03-27,East,Washington,Corporate,First Class,Furniture,Bookcases,106.53,14.11
2024-03-28,Central,California,Consumer,Second Class,Office Supplies,Supplies,854.8,7.19
2024-03-29,South,Texas,Corporate,Second Class,Furniture,Bookcases,334.88,21.25
2024-03-30,East,Texas,Corporate,Second Class,Office Supplies,Supplies,63.23,5.0
2024-03-31,Central,California,Corporate,Same Day,Technology,Copiers,672.66,10.92
2024-04-01,South,Florida,Consumer,Same Day,Furniture,Chairs,238.97,11.83
2024-04-02,West,Texas,Home Office,Second Class,Office Supplies,Binders,251.14,27.69
2024-04-03,Central,Florida,Corporate,Same Day,Office Supplies,Paper,312.99,47.53
2024-04-04,South,California,Consumer,Standard Class,Furniture,Chairs,73.05,9.97
2024-04-05,South,Florida,Consumer,Standard Class,Technology,Phones,185.36,41.11
2024-04-06,Central,New York,Home Office,Same Day,Office Supplies,Binders,15.09,-2.81
2024-04-07,West,Washington,Corporate,Same Day,Furniture,Bookcases,450.96,-26.75
2024-04-08,Central,Texas,Corporate,Standard Class,Technology,Accessories,93.41,25.1
2024-04-09,South,Washington,Home Office,First Class,Office Supplies,Paper,685.83,-42.55
2024-04-10,East,Florida,Home Office,Standard Class,Office Supplies,Paper,243.27,-54.75
2024-04-11,East,Texas,Consumer,Standard Class,Technology,Accessories,944.14,14.41
2024-04-12,Central,Florida,Consumer,Same Day,Technology,Phones,872.54,-204.44
2024-04-13,South,New York,Home Office,Standard Class,Furniture,Chairs,296.55,-52.87
2024-04-14,East,California,Corporate,Same Day,Furniture,Bookcases,785.38,234.82
2024-04-15,South,Texas,Consumer,Same Day,Office Supplies,Paper,805.21,19.98
2024-04-16,Central,New York,Consumer,Second Class,Technology,Phones,986.7,-127.84
2024-04-17,East,New York,Corporate,Standard Class,Technology,Phones,601.86,178.67
2024-04-18,South,Texas,Consumer,First Class,Technology,Copiers,91.15,25.52
2024-04-19,East,Florida,Corporate,Second Class,Office Supplies,Supplies,650.37,-23.12
2024-04-20,Central,New York,Corporate,Same Day,Technology,Copiers,628.73,-90.39
2024-04-21,South,Washington,Corporate,Same Day,Technology,Phones,641.97,130.35
2024-04-22,East,New York,Home Office,First Class,Office Supplies,Binders,314.07,40.63
2024-04-23,Central,Florida,Home Office,Same Day,Furniture,Bookcases,861.08,96.58
2024-04-24,East,Florida,Home Office,Standard Class,Furniture,Tables,959.88,226.41
2024-04-25,East,Washington,Corporate,Second Class,Office Supplies,Supplies,225.54,25.63
2024-04-26,West,New York,Corporate,Same Day,Technology,Copiers,97.27,-12.62
2024-04-27,West,Florida,Home Office,Same Day,Office Supplies,Supplies,202.59,23.56
2024-04-28,Central,Texas,Consumer,First Class,Furniture,Bookcases,822.35,-95.81
2024-04-29,West,California,Corporate,Standard Class,Furniture,Chairs,679.88,105.75
2024-04-30,Central,California,Consumer,Same Day,Office Supplies,Paper,639.69,45.96
2024-05-01,West,California,Consumer,First Class,Office Supplies,Supplies,407.78,-103.39
2024-05-02,East,New York,Corporate,Same Day,Furniture,Tables,582.05,4.48
2024-05-03,Central,Washington,Corporate,First Class,Office Supplies,Paper,314.8,-29.6
2024-05-04,Central,Florida,Consumer,First Class,Furniture,Tables,482.43,-49.62
2024-05-05,East,Texas,Consumer,Standard Class,Office Supplies,Supplies,795.13,48.78
2024-05-06,Central,Texas,Home Office,Same Day,Office Supplies,Binders,981.43,-104.63
2024-05-07,Central,New York,Home Office,Standard Class,Office Supplies,Supplies,933.16,155.03
2024-05-08,West,California,Corporate,First Class,Furniture,Tables,934.53,-240.66
2024-05-09,Central,New York,Home Office,Second Class,Office Supplies,Paper,408.2,39.28
2024-05-10,South,Washington,Home Office,Same Day,Furniture,Chairs,474.1,87.95
2024-05-11,East,Washington,Home Office,Second Class,Furniture,Bookcases,708.58,73.48
2024-05-12,West,Florida,Home Office,Same Day,Office Supplies,Paper,922.97,-1.53
2024-05-13,West,Florida,Consumer,Standard Class,Office Supplies,Binders,150.57,40.68
2024-05-14,South,Washington,Corporate,Standard Class,Furniture,Tables,311.2,-37.36
2024-05-15,East,Washington,Home Office,Standard Class,Furniture,Chairs,147.85,-42.65
2024-05-16,East,Washington,Consumer,Standard Class,Technology,Phones,615.89,-25.13
2024-05-17,West,New York,Consumer,Standard Class,Furniture,Bookcases,313.24,-87.77
2024-05-18,Central,Washington,Consumer,Second Class,Technology,Accessories,332.85,90.66
2024-05-19,West,Texas,Home Office,Standard Class,Technology,Copiers,80.21,-13.96
2024-05-20,East,California,Home Office,First Class,Technology,Accessories,356.3,61.77
2024-05-21,South,Washington,Corporate,First Class,Office Supplies,Supplies,863.87,142.32
2024-05-22,West,California,Home Office,Second Class,Office Supplies,Paper,240.74,-40.77
2024-05-23,East,New York,Home Office,Same Day,Furniture,Bookcases,698.24,50.79
2024-05-24,West,California,Consumer,First Class,Technology,Phones,633.33,-171.73
2024-05-25,Central,New York,Corporate,Same Day,Office Supplies,Paper,864.85,-8.52
2024-05-26,West,Texas,Home Office,Second Class,Office Supplies,Paper,140.97,-41.05
2024-05-27,West,New York,Home Office,Same Day,Office Supplies,Binders,977.81,247.08
2024-05-28,East,New York,Consumer,Same Day,Office Supplies,Supplies,586.8,167.62
2024-05-29,East,Florida,Consumer,Same Day,Office Supplies,Paper,995.52,-165.88
2024-05-30,East,Washington,Home Office,Same Day,Technology,Accessories,912.4,-159.79
2024-05-31,West,Washington,Corporate,Second Class,Technology,Copiers,229.3,34.91
2024-06-01,Central,Texas,Corporate,First Class,Technology,Phones,65.6,-9.71
2024-06-02,South,Texas,Consumer,Standard Class,Technology,Copiers,263.08,62.36
2024-06-03,South,Washington,Consumer,Same Day,Furniture,Bookcases,532.29,23.61
2024-06-04,East,Florida,Home Office,First Class,Technology,Copiers,179.88,-16.11
2024-06-05,East,Washington,Consumer,First Class,Office Supplies,Paper,175.79,35.09
2024-06-06,West,Florida,Home Office,Second Class,Technology,Phones,467.97,-1.85
2024-06-07,South,Texas,Corporate,First Class,Furniture,Chairs,42.94,10.61
2024-06-08,East,California,Corporate,Second Class,Office Supplies,Supplies,130.67,33.56
2024-06-09,Central,Texas,Home Office,Same Day,Technology,Accessories,421.7,-84.66
2024-06-10,Central,Texas,Consumer,Same Day,Technology,Copiers,72.5,-21.65
2024-06-11,East,New York,Corporate,Standard Class,Technology,Accessories,402.79,116.95
2024-06-12,East,New York,Consumer,Standard Class,Office Supplies,Paper,479.27,116.79
2024-06-13,South,New York,Corporate,Standard Class,Office Supplies,Paper,456.75,-121.83
2024-06-14,South,New York,Home Office,First Class,Furniture,Tables,870.48,173.94
2024-06-15,West,Florida,Home Office,Same Day,Office Supplies,Binders,534.76,-13.54
2024-06-16,South,Washington,Home Office,Second Class,Office Supplies,Paper,473.3,-68.45
2024-06-17,Central,California,Corporate,Standard Class,Technology,Accessories,416.6,94.67
2024-06-18,Central,Texas,Consumer,Second Class,Office Supplies,Supplies,819.45,-149.14
2024-06-19,East,Florida,Consumer,Second Class,Technology,Copiers,896.11,240.5
2024-06-20,South,California,Consumer,Standard Class,Technology,Phones,854.71,-150.96
2024-06-21,West,Florida,Corporate,Same Day,Office Supplies,Supplies,676.81,46.17
2024-06-22,Central,Florida,Corporate,Standard Class,Furniture,Tables,145.99,-24.26
2024-06-23,Central,Texas,Corporate,Second Class,Furniture,Bookcases,284.1,7.78
2024-06-24,West,Washington,Corporate,Standard Class,Office Supplies,Binders,55.6,6.14
2024-06-25,West,New York,Corporate,Second Class,Furniture,Bookcases,931.52,-173.14
2024-06-26,Central,Washington,Consumer,Second Class,Technology,Copiers,664.19,8.32
2024-06-27,Central,Texas,Corporate,Standard Class,Technology,Phones,748.9,-13.9
2024-06-28,West,Texas,Corporate,First Class,Office Supplies,Binders,318.46,-81.96
2024-06-29,Central,Texas,Consumer,Standard Class,Furniture,Tables,847.2,161.8
2024-06-30,East,California,Corporate,First Class,Furniture,Bookcases,267.01,-26.32
2024-07-01,East,Washington,Consumer,Second Class,Technology,Accessories,11.63,0.52
2024-07-02,West,Washington,Consumer,Second Class,Office Supplies,Supplies,382.65,3.39
2024-07-03,South,Florida,Home Office,First Class,Furniture,Bookcases,575.05,4.58
2024-07-04,West,Florida,Home Office,Second Class,Office Supplies,Paper,483.92,-114.04
2024-07-05,West,Florida,Home Office,First Class,Furniture,Bookcases,863.46,-39.64
2024-07-06,South,Texas,Home Office,First Class,Technology,Copiers,114.35,-3.27
2024-07-07,South,Washington,Corporate,Second Class,Technology,Copiers,558.29,78.26
2024-07-08,South,Texas,Home Office,Same Day,Office Supplies,Binders,517.85,105.65
2024-07-09,East,California,Consumer,First Class,Technology,Accessories,288.58,7.79
2024-07-10,Central,Florida,Corporate,Standard Class,Furniture,Chairs,824.01,-204.3
2024-07-11,East,Texas,Home Office,Standard Class,Technology,Accessories,755.32,-119.26
2024-07-12,Central,Texas,Consumer,Second Class,Office Supplies,Paper,735.53,-147.87
2024-07-13,East,California,Corporate,Same Day,Office Supplies,Supplies,877.43,-197.62
2024-07-14,Central,New York,Corporate,Second Class,Office Supplies,Paper,725.56,-58.38
2024-07-15,East,Washington,Home Office,Same Day,Furniture,Chairs,239.52,-38.89
2024-07-16,South,New York,Corporate,First Class,Furniture,Chairs,708.51,-119.75
2024-07-17,West,Florida,Consumer,First Class,Furniture,Chairs,314.63,-84.06
2024-07-18,East,Texas,Corporate,First Class,Furniture,Tables,249.75,-72.28
2024-07-19,Central,California,Consumer,First Class,Furniture,Chairs,82.27,-19.61
2024-07-20,South,California,Corporate,Standard Class,Technology,Accessories,746.59,-146.84
2024-07-21,East,Washington,Home Office,Standard Class,Furniture,Chairs,713.89,-29.56
2024-07-22,East,New York,Consumer,Second Class,Furniture,Chairs,242.15,1.53
2024-07-23,South,Washington,Corporate,Same Day,Technology,Accessories,751.89,-162.14
2024-07-24,East,Texas,Corporate,First Class,Furniture,Chairs,918.66,-41.46
2024-07-25,West,Washington,Corporate,First Class,Office Supplies,Supplies,116.95,-11.1
2024-07-26,East,California,Consumer,Same Day,Furniture,Tables,240.31,-45.65
2024-07-27,West,California,Consumer,Same Day,Furniture,Tables,752.76,-222.74
2024-07-28,West,Florida,Consumer,Second Class,Office Supplies,Paper,281.76,-5.58
2024-07-29,South,Florida,Home Office,Same Day,Office Supplies,Supplies,628.42,70.0
2024-07-30,East,Texas,Home Office,First Class,Office Supplies,Paper,90.35,-14.84
2024-07-31,South,New York,Consumer,First Class,Office Supplies,Binders,457.68,-101.11
2024-08-01,East,Washington,Corporate,First Class,Furniture,Chairs,741.7,172.24
2024-08-02,East,Texas,Home Office,First Class,Office Supplies,Binders,689.65,-93.09
2024-08-03,Central,Florida,Consumer,First Class,Office Supplies,Paper,816.92,-135.47
2024-08-04,East,Washington,Corporate,Second Class,Technology,Phones,878.68,188.26
2024-08-05,South,Florida,Home Office,First Class,Office Supplies,Paper,775.45,147.54
2024-08-06,West,Washington,Corporate,Second Class,Office Supplies,Binders,674.87,-20.92
2024-08-07,East,New York,Corporate,First Class,Technology,Copiers,41.41,-0.27
2024-08-08,Central,Texas,Corporate,Standard Class,Technology,Copiers,539.62,-91.39
2024-08-09,South,Washington,Corporate,Standard Class,Furniture,Bookcases,47.32,-11.97
2024-08-10,East,California,Home Office,Standard Class,Technology,Copiers,809.99,35.69
2024-08-11,South,California,Home Office,Standard Class,Furniture,Tables,327.52,-78.93
2024-08-12,Central,Washington,Home Office,Second Class,Technology,Phones,566.81,-17.25
2024-08-13,Central,Washington,Consumer,Second Class,Technology,Copiers,286.65,75.76
2024-08-14,South,Washington,Home Office,Same Day,Furniture,Tables,784.68,213.2
2024-08-15,East,California,Corporate,First Class,Technology,Copiers,887.64,-138.83
2024-08-16,West,California,Home Office,Standard Class,Furniture,Bookcases,404.66,30.13
2024-08-17,Central,Washington,Corporate,Second Class,Technology,Accessories,864.29,-13.44
2024-08-18,East,Florida,Consumer,First Class,Office Supplies,Paper,274.4,61.85
2024-08-19,East,Florida,Corporate,First Class,Technology,Phones,539.31,-73.96
2024-08-20,West,New York,Corporate,Second Class,Furniture,Chairs,860.17,-256.14
2024-08-21,Central,Texas,Corporate,Standard Class,Technology,Copiers,332.62,-67.34
2024-08-22,Central,Florida,Consumer,Same Day,Furniture,Bookcases,954.5,-86.18
2024-08-23,East,California,Home Office,First Class,Furniture,Chairs,130.66,-14.45
2024-08-24,East,Florida,Home Office,Same Day,Office Supplies,Binders,28.09,4.91
2024-08-25,West,New York,Consumer,Standard Class,Office Supplies,Paper,905.09,98.05
2024-08-26,West,New York,Corporate,Standard Class,Furniture,Chairs,77.96,-9.38
2024-08-27,Central,Texas,Home Office,Same Day,Technology,Phones,991.97,-25.15
2024-08-28,South,Florida,Consumer,Standard Class,Furniture,Bookcases,951.88,-230.99
2024-08-29,Central,California,Home Office,First Class,Furniture,Chairs,145.65,34.79
2024-08-30,East,California,Consumer,Same Day,Technology,Copiers,542.21,141.66
2024-08-31,Central,Washington,Corporate,Standard Class,Technology,Phones,193.07,55.58
2024-09-01,South,California,Home Office,Same Day,Technology,Accessories,433.87,95.94
2024-09-02,West,Texas,Consumer,First Class,Technology,Phones,70.81,-13.85
2024-09-03,South,Texas,Home Office,Standard Class,Furniture,Chairs,231.69,-63.09
2024-09-04,South,California,Home Office,First Class,Furniture,Chairs,369.64,17.65
2024-09-05,South,California,Home Office,Standard Class,Office Supplies,Supplies,444.26,109.98
2024-09-06,West,Washington,Home Office,Second Class,Furniture,Tables,977.72,-189.28
2024-09-07,South,California,Consumer,Standard Class,Technology,Phones,809.79,-239.52
2024-09-08,South,Washington,Corporate,Same Day,Office Supplies,Supplies,740.04,135.65
2024-09-09,South,Washington,Consumer,Standard Class,Technology,Accessories,541.67,-137.54
2024-09-10,East,California,Consumer,First Class,Furniture,Bookcases,841.6,-43.58
2024-09-11,South,New York,Consumer,First Class,Office Supplies,Supplies,345.93,37.13
2024-09-12,West,New York,Corporate,Standard Class,Technology,Accessories,711.81,-112.41
2024-09-13,South,Washington,Home Office,Same Day,Office Supplies,Binders,993.85,-248.09
2024-09-14,South,California,Home Office,Second Class,Office Supplies,Supplies,321.48,52.08
2024-09-15,West,New York,Home Office,Same Day,Furniture,Bookcases,677.28,52.9
2024-09-16,South,California,Corporate,Second Class,Technology,Phones,845.87,247.92
2024-09-17,West,California,Home Office,First Class,Office Supplies,Binders,916.65,-85.63
2024-09-18,South,California,Corporate,Same Day,Office Supplies,Paper,720.75,-189.52
2024-09-19,West,Florida,Home Office,Second Class,Technology,Accessories,290.77,40.89
2024-09-20,South,California,Home Office,Standard Class,Office Supplies,Paper,333.02,4.34
2024-09-21,South,Florida,Consumer,First Class,Office Supplies,Binders,30.55,-5.26
2024-09-22,East,Washington,Corporate,Standard Class,Office Supplies,Supplies,763.28,129.02
2024-09-23,East,New York,Consumer,First Class,Technology,Copiers,52.31,-9.3
2024-09-24,South,New York,Consumer,Same Day,Technology,Accessories,866.01,-124.36
2024-09-25,South,New York,Consumer,Same Day,Technology,Phones,127.47,-31.16
2024-09-26,Central,New York,Corporate,First Class,Technology,Copiers,180.16,-10.87
